"doc_id","text","before","after","number","document_type","elec_period","date","title","pattern","id"
"text247.741","Bei den zur Wahrnehmung der Aufgabe als Vermittlungsstelle zur Durchführung des elektronischen Rechtsverkehrs auch für andere öffentlich-rechtliche Versorgungsträger bei der DSRV gespeicherten Daten handelt es sich nicht um Sozialdaten.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9691
"text247.742","Die Rentenversicherungsträger dürfen auf den Datenbestand nicht zur Erfüllung eigener Aufgaben zugreifen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9692
"text247.743","Die Daten sind vom übrigen Datenbestand der DSRV dauerhaft getrennt zu halten.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9693
"text247.744","Für die Wahrnehmung dieser Aufgabe als Vermittlungsstelle ist eine Erweiterung der bestehenden Infrastruktur der Datenstelle notwendig.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9694
"text247.745","Die entstehenden Kosten sind durch den Vertragspartner der Deutschen Rentenversicherung Bund vollständig zu erstatten.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9695
"text247.746","Zu Nummer 10 (§ 166) Die Regelung zum Teilübergangsgeld (§ 160 Drittes Buch a.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9696
"text247.747","F.) ist bereits seit Juli 2001 aufgehoben.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9697
"text247.748","Es handelt sich um eine redaktionelle Anpassung.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9698
"text247.749","Zu Nummer 11 (§ 168) Bereinigung eines redaktionellen Versehens (siehe Gesetz vom 23.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9699
"text247.750","Dezember 2002, BGBl.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9700
"text247.751","I S.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9701
"text247.752","4607, 4628).","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9702
"text247.753","Zu Nummer 12 (§ 194) Zu Buchstabe a Die Aufforderung des Rentenversicherungsträgers an den Arbeitgeber zur Abgabe einer gesonderten Meldung nach § 194 Sechstes Buch muss zukünftig im elektronischen Verfahren erfolgen, sodass ein vollautomatisierter Prozess im DEÜV-Meldeverfahren angestoßen wird.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9703
"text247.754","Dadurch werden Medienbrüche im Verfahren vermieden und der Prozess beschleunigt.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9704
"text247.755","Zu Buchstabe b Folgeänderung zu Buchstabe a.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9705
"text247.756","Es handelt sich um eine redaktionelle Anpassung.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9706
"text247.757","Zu Nummer 13 (§ 196a) Durch die Einfügung des § 196a werden die Bescheinigungen nach dem Sechsten Buch festgelegt, für die Arbeitgeber zukünftig optional eine Bescheinigung elektronisch übermitteln dürfen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9707
"text247.758","Die technischen Regelungen erfolgen in § 23c des Vierten Buches (Artikel 1 Nummer 5 Buchstabe c).","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9708
"text247.759","Zu Nummer 14 (§ 211) Die Mitteilung der Sozialversicherungsträger über zu Unrecht gezahlte Beiträge untereinander hat im automatisierten Verfahren zu erfolgen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9709
"text247.760","Dadurch werden Medienbrüche vermieden und die Verfahren beschleunigt.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9710
"text247.761","Zu Nummer 15 (§§ 255d, 255g und 291) Die Vorschriften sind wegen Zeitablaufs entbehrlich.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9711
"text247.762","Der in § 255d festgesetzte Ausgleichsbedarf ist vollständig abgebaut.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9712
"text247.763","Die in § 255g enthaltenen ergänzenden Regelungen wurden bei der Bestimmung der aktuellen Rentenwerte für die Zeit vom 1.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9713
"text247.764","Juli 2007 bis 1.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9714
"text247.765","Juli 2010 berücksichtigt.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9715
"text247.766","Die Vorschrift zu § 291 ist wegen Zeitablaufs entbehrlich.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9716
"text247.767","Die abschließende Einmalzahlung ist erfolgt.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9717
"text247.768","Damit sind ab dem 1.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9718
"text247.769","Januar 2007 die Aufwendungen für Kinderzuschüsse zu Renten nach § 270 pauschal abgefunden worden.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9719
"text247.770","Zu Nummer 16 (§ 314a) Folgeänderung im Zusammenhang mit dem Wegfall der Einkommensanrechnung auf Waisenrenten.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9720
"text247.771","Zu Nummer 17 (§ 317a) Korrektur eines redaktionellen Versehens.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9721
"text247.772","Auch die Renten, die am 31.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9722
"text247.773","Dezember 1991 in Höhe von 70 Prozent gezahlt wurden, sollen neu festgestellt werden können.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9723
"text247.774","Zu Artikel 4 (Änderung des Siebten Buches Sozialgesetzbuch) Zu Nummer 1 (§ 2) Zu Buchstabe a Ausreichende Kenntnisse der deutschen Sprache sind Grundvoraussetzung für einen erfolgreichen Bildungsweg.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9724
"text247.775","Zur Förderung von Kindern, die über nicht ausreichende Sprachkompetenz verfügen, sind auf Länderebene vorschulische Sprachförderungskurse eingerichtet worden.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9725
"text247.776","Die Teilnahme an diesen Kursen kann auf Grund landesrechtlicher Regelungen verpflichtend sein oder empfohlen werden, wenn bei Kindern nicht hinreichende sprachliche Fähigkeiten festgestellt worden sind.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9726
"text247.777","In diesen Fällen ist es geboten, gesetzlichen Unfallversicherungsschutz während der Teilnahme an solchen Kursen vorzusehen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9727
"text247.778","Bisher sind allein Kinder versichert, die Sprachförderung innerhalb einer Tageseinrichtung erhalten.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9728
"text247.779","Die vorliegende Regelung schließt diese Versicherungslücke, die bisher besteht, wenn Kinder bei festgestelltem Förderbedarf Sprachförderungskurse außerhalb der Kindertageseinrichtung besuchen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9729
"text247.780","Zu Buchstabe b Die Änderung stellt klar, dass sich der Schutz der gesetzlichen Unfallversicherung auf Teilnehmerinnen und Teilnehmer aller Veranstaltungen erstreckt, die Hilfeleistungsorganisationen in Ausführung ihrer satzungsmäßigen Aufgaben im Rahmen ihrer Nachwuchsförderung durchführen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9730
"text247.781","Dabei umfasst die Nachwuchsförderung auch jugendpflegerische Aktivitäten zur Gewinnung von Nachwuchskräften.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9731
"text247.782","Damit wird – die langjährige Praxis entsprechend dem Rundschreiben der Bundesarbeitsgemeinschaft der Unfallversicherungsträger der öffentlichen Hand (BAGUV) vom 21.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9732
"text247.783","Mai 1991 aufgreifend – gesetzlich klargestellt, dass neben reinen Ausbildungsund Übungsmaßnahmen auch Aktivitäten versichert sind, die zum Zwecke der Körperschulung und des Sports sowie zur Pflege des Gemeinschaftslebens (wie Wanderungen, Jugendtreffen im Inund Ausland, Zeltlager, Musikumzüge etc.) gemäß den satzungsmäßigen Aufgaben der Organisation veranstaltet werden.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9733
"text247.784","Es handelt sich hierbei auch um solche Freizeitaktivitäten, die den spezifischen Belangen und Interessen der Kinder gerecht werden, soweit es sich um offizielle Veranstaltungen der Hilfeleistungsorganisationen handelt.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9734
"text247.785","Auch diese stärken die Identifikation mit den Hilfeleistungsunternehmen und sind daher eine wichtige Handlungsform, um Verantwortung zu übertragen und zu übernehmen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9735
"text247.786","Zu Nummer 2 (§ 3) Mit der Änderung des § 2 (siehe Nummer 1 Buchstabe a) wird der gesetzliche Unfallversicherungsschutz auf Kinder erweitert, die außerhalb von Kindertageseinrichtungen an vorschulischen Sprachförderungskursen teilnehmen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9736
"text247.787","Auf Grund der unterschiedlichen landesrechtlichen Ausgestaltungen kann in einzelnen Ländern Bedarf bestehen, auch ältere Kinder und Jugendliche bei Teilnahme an entsprechenden Kursen in den gesetzlichen Unfallversicherungsschutz einzubeziehen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9737
"text247.788","Eine Versicherungslücke besteht dann, wenn die Sprachförderung nicht in organisatorischer Verantwortung der Schule durchgeführt wird.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9738
"text247.789","Um der jeweiligen Situation im Land gerecht zu werden, wird daher die Voraussetzung geschaffen, Kindern und Jugendlichen auch in diesen Fällen gesetzlichen Unfallversicherungsschutz kraft Satzungsregelung zu ermöglichen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9739
"text247.790","Voraussetzung ist dabei ebenso wie bei vorschulischen Sprachförderungskursen nach § 2, dass die Teilnahme auf Grund landesrechtlicher Regelungen erfolgt.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9740
"text247.791","Zu Nummer 3 (§ 13) Folgeänderung zu Nummer 1 Buchstabe b.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9741
"text247.792","Der Anspruch auf Sachschadenersatz bei Hilfeleistungen soll einheitlich bei Ausbildungsveranstaltungen einschließlich der satzungsmäßigen Veranstaltungen im Rahmen der Nachwuchsförderung ausgeschlossen sein.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9742
"text247.793","Zu Nummer 4 (§ 29) Nach § 29 Absatz 2 gelten die §§ 130 und 130a Fünftes Buch für die Träger der gesetzlichen Unfallversicherung entsprechend.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9743
"text247.794","Nach diesen Vorschriften erhalten die Krankenkassen von den Apotheken für Arzneimittel bestimmte Preisabschläge.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9744
"text247.795","Mit der Ergänzung des § 29 Absatz 2 wird klargestellt, dass auch die Erstattungsregelung des § 130b Fünftes Buch, die in der Praxis auf Grund des § 78 Absatz 3a Arzneimittelgesetzes für die Unfallversicherungsträger bereits Anwendung findet, im Bereich der gesetzlichen Unfallversicherung gilt.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9745
"text247.796","Im Übrigen Folgeänderung zu Artikel 1 Nummer 3 des 14.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9746
"text247.797","SGB V-Änderungsgesetzes.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9747
"text247.798","Zu Nummer 5 (§ 65) Folgeänderung zur parallelen Regelung in der gesetzlichen Rentenversicherung.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9748
"text247.799","Da die Einkommensanrechnung auf Waisenrenten künftig wegfällt, ist eine Regelung zur Rangfolge bei Anspruch auf mehrere Renten entbehrlich.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9749
"text247.800","Zu Nummer 6 (§ 67) Folgeänderung zur parallelen Regelung in der gesetzlichen Rentenversicherung.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9750
"text247.801","Auch in der gesetzlichen Unfallversicherung wird hinsichtlich des Anspruchs auf Waisenrente während eines freiwilligen Dienstes auf das Einkommensteuergesetz Bezug genommen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9751
"text247.802","Zu Nummer 7 und Nummer 8 (§§ 68 und 70) Folgeänderungen zu den parallelen Regelungen in der gesetzlichen Rentenversicherung.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9752
"text247.803","Auch in der gesetzlichen Unfallversicherung wird aus Gründen der Verwaltungsvereinfachung auf die Einkommensanrechnung auf Waisenrenten verzichtet.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9753
"text247.804","Zu Nummer 9 (§ 90) Mit der Ergänzung der Vorschrift wird entgegen der Entscheidung des Bundessozialgerichts vom 18.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9754
"text247.805","September 2012 (B 2 U 11/11 R) und in Fortsetzung der vorherigen einheitlichen höchstrichterlichen Rechtsprechung und Rechtslehre zugunsten der Betroffenen klargestellt, dass auch in den Fällen, in denen die Ausbildung trotz des Versicherungsfalls ohne Verzögerung abgeschlossen wird, eine Anpassung des Jahresarbeitsverdienstes nach § 90 Absatz 1 erfolgen kann.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9755
"text247.806","Damit wird einer Ungleichbehandlung der Betroffenen entgegengewirkt und dem Anliegen nach einer einheitlichen Entschädigungspraxis nachgekommen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9756
"text247.807","Für die Anpassung des Jahresarbeitsverdienstes nach § 90 Absatz 1 ist es weiterhin unerheblich, ob die Ausbildung abgebrochen, verzögert abgeschlossen oder ohne Verzögerung abgeschlossen wird, da in allen drei Fällen dieselben auszugleichenden Nachteile beim Jahresarbeitsverdienst auftreten können.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9757
"text247.808","Zu Nummer 10 (§ 94) Mit der Ergänzung der Vorschrift wird die Möglichkeit eingeräumt, für Personen, die auf Grund eines Sekundierungsvertrages bei internationalen Einsätzen zur zivilen Krisenprävention tätig sind, nach einem Arbeitsunfall oder dem Eintritt einer Berufskrankheit höhere Leistungen, insbesondere höhere Rentenleistungen zu erbringen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9758
"text247.809","Damit wird dieser Personenkreis denjenigen Personen gleichgestellt, die als Beamte oder Soldaten an einem entsprechenden Einsatz teilnehmen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9759
"text247.810","Zu Nummer 11 (§ 125) Folgeänderung zu Nummer 1 Buchstabe b.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9760
"text247.811","Die Zuständigkeit der Unfallversicherung Bund und Bahn erstreckt sich auch auf Personen, die an satzungsmäßigen Veranstaltungen der Hilfeleistungsorganisationen im Rahmen der Nachwuchsförderung teilnehmen.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9761
"text247.812","Zu Nummer 12 (§ 128) Zu Buchstabe a Allgemein sind Kinder beim Besuch von Tageseinrichtungen – im kommunalen Bereich nach § 129 Absatz 1 Nummer 1 Siebtes Buch, im Landesbereich nach § 128 Absatz 1 Nummer 2 – versichert.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9762
"text247.813","Die neue Nummer 2a regelt die besondere Zuständigkeit der Unfallversicherungsträger im Landesbereich für Kinder, die an vorschulischen Sprachförderungskursen außerhalb der Tageseinrichtungen für Kinder teilnehmen und die künftig ebenfalls in den Versicherungsschutz einbezogen werden.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9763
"text247.814","Auf Grund der Länderkompetenz für Bildung ist die Zuständigkeit in diesen Fällen sachgerecht.","text344","1","18/3699","Gesetzentwurf","18",2015-01-07,"Entwurf eines Fünften Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (5. SGB IV-ÄndG)","Entwurf eines Gesetz",9764
